Country,Impressions,Gender
Canada,0,male results
United Kingdom,2000,male results
United States,210000,male results
Canada,0,female results
United Kingdom,0,female results
United States,150000,female results
Canada,0,female and male results
United Kingdom,2000,female and male results
United States,350000,female and male results
Canada,40,unknown gender
United Kingdom,0,unknown gender
United States,6000,unknown gender
