Country,Impressions,Status
Canada,38000000,Parent results
United Kingdom,130000000,Parent results
United States,990000000,Parent results
Canada,51000000,Not Parent results
United Kingdom,110000000,Not Parent results
United States,520000000,Not Parent results
Canada,3600000,unknown parent results
United Kingdom,10000000,unknown parent results
United States,78000000,unknown parent results
