Country,Impressions,Status
Canada,60000,Parent results
United Kingdom,20000,Parent results
United States,260000,Parent results
Canada,90000,Not Parent results
United Kingdom,130000,Not Parent results
United States,1600000,Not Parent results
Canada,10000,unknown parent results
United Kingdom,3000,unknown parent results
United States,130000,unknown parent results
