Country,Impressions,Status
Canada,310000000,Parent results
United Kingdom,640000000,Parent results
United States,3300000000,Parent results
Canada,870000000,Not Parent results
United Kingdom,1400000000,Not Parent results
United States,5400000000,Not Parent results
Canada,1300000000,unknown parent results
United Kingdom,1100000000,unknown parent results
United States,6800000000,unknown parent results
