Country,Impressions,Status
Canada,840000000,Parent results
United Kingdom,850000000,Parent results
United States,6100000000,Parent results
Canada,2200000000,Not Parent results
United Kingdom,2300000000,Not Parent results
United States,10000000000,Not Parent results
Canada,3900000000,unknown parent results
United Kingdom,5800000000,unknown parent results
United States,34000000000,unknown parent results
