Country,Impressions,Gender
Canada,590000,male results
United Kingdom,30000,male results
United States,1100000,male results
Canada,720000,female results
United Kingdom,90000,female results
United States,1700000,female results
Canada,1300000,female and male results
United Kingdom,130000,female and male results
United States,2800000,female and male results
Canada,100000,unknown gender
United Kingdom,1000,unknown gender
United States,520000,unknown gender
