Country,Impressions,Status
Canada,950000000,Parent results
United Kingdom,750000000,Parent results
United States,9300000000,Parent results
Canada,3100000000,Not Parent results
United Kingdom,2300000000,Not Parent results
United States,15000000000,Not Parent results
Canada,3700000000,unknown parent results
United Kingdom,5100000000,unknown parent results
United States,38000000000,unknown parent results
