Country,Impressions,Status
Canada,250000000,Parent results
United Kingdom,250000000,Parent results
United States,2700000000,Parent results
Canada,680000000,Not Parent results
United Kingdom,740000000,Not Parent results
United States,5500000000,Not Parent results
Canada,900000000,unknown parent results
United Kingdom,830000000,unknown parent results
United States,7800000000,unknown parent results
