Country,Impressions,Gender
Canada,200000,male results
United Kingdom,160000,male results
United States,1800000,male results
Canada,190000,female results
United Kingdom,220000,female results
United States,2400000,female results
Canada,390000,female and male results
United Kingdom,380000,female and male results
United States,4200000,female and male results
Canada,3000,unknown gender
United Kingdom,6000,unknown gender
United States,130000,unknown gender
