Country,Impressions,Status
Canada,40000,Parent results
United Kingdom,100000,Parent results
United States,1500000,Parent results
Canada,330000,Not Parent results
United Kingdom,290000,Not Parent results
United States,2600000,Not Parent results
Canada,30000,unknown parent results
United Kingdom,4000,unknown parent results
United States,160000,unknown parent results
