Country,Impressions,Gender
Canada,190000,male results
United Kingdom,470000,male results
United States,980000,male results
Canada,80000,female results
United Kingdom,370000,female results
United States,380000,female results
Canada,280000,female and male results
United Kingdom,840000,female and male results
United States,1400000,female and male results
Canada,2000,unknown gender
United Kingdom,10000,unknown gender
United States,5000,unknown gender
