Country,Impressions,Status
Canada,48000000,Parent results
United Kingdom,90000000,Parent results
United States,520000000,Parent results
Canada,170000000,Not Parent results
United Kingdom,370000000,Not Parent results
United States,1200000000,Not Parent results
Canada,300000000,unknown parent results
United Kingdom,460000000,unknown parent results
United States,2400000000,unknown parent results
