Country,Impressions,Status
Canada,460000000,Parent results
United Kingdom,590000000,Parent results
United States,7200000000,Parent results
Canada,1300000000,Not Parent results
United Kingdom,1900000000,Not Parent results
United States,12000000000,Not Parent results
Canada,2700000000,unknown parent results
United Kingdom,4400000000,unknown parent results
United States,28000000000,unknown parent results
