Country,Impressions,Status
Canada,190000000,Parent results
United Kingdom,230000000,Parent results
United States,1900000000,Parent results
Canada,710000000,Not Parent results
United Kingdom,980000000,Not Parent results
United States,4300000000,Not Parent results
Canada,770000000,unknown parent results
United Kingdom,1200000000,unknown parent results
United States,5500000000,unknown parent results
