Country,Impressions,Status
Canada,120000000,Parent results
United Kingdom,280000000,Parent results
United States,1800000000,Parent results
Canada,350000000,Not Parent results
United Kingdom,770000000,Not Parent results
United States,3300000000,Not Parent results
Canada,480000000,unknown parent results
United Kingdom,1300000000,unknown parent results
United States,6500000000,unknown parent results
