Country,Impressions,Gender
Canada,110000,male results
United Kingdom,60000,male results
United States,730000,male results
Canada,180000,female results
United Kingdom,40000,female results
United States,2100000,female results
Canada,290000,female and male results
United Kingdom,100000,female and male results
United States,2800000,female and male results
Canada,40,unknown gender
United Kingdom,7000,unknown gender
United States,60000,unknown gender
