Country,Impressions,Status
Canada,4200000,Parent results
United Kingdom,6200000,Parent results
United States,64000000,Parent results
Canada,11000000,Not Parent results
United Kingdom,16000000,Not Parent results
United States,140000000,Not Parent results
Canada,680000,unknown parent results
United Kingdom,700000,unknown parent results
United States,7900000,unknown parent results
