Country,Impressions,Gender
Canada,3700000,male results
United Kingdom,6900000,male results
United States,51000000,male results
Canada,12000000,female results
United Kingdom,15000000,female results
United States,160000000,female results
Canada,15000000,female and male results
United Kingdom,22000000,female and male results
United States,210000000,female and male results
Canada,760000,unknown gender
United Kingdom,730000,unknown gender
United States,9500000,unknown gender
,,
