Country,Impressions,Status
Canada,1000000000,Parent results
United Kingdom,1300000000,Parent results
United States,6300000000,Parent results
Canada,2600000000,Not Parent results
United Kingdom,3800000000,Not Parent results
United States,10000000000,Not Parent results
Canada,4300000000,unknown parent results
United Kingdom,7200000000,unknown parent results
United States,31000000000,unknown parent results
