Country,Impressions,Status
Canada,670000,Parent results
United Kingdom,1700000,Parent results
United States,12000000,Parent results
Canada,2000000,Not Parent results
United Kingdom,4500000,Not Parent results
United States,21000000,Not Parent results
Canada,40000,unknown parent results
United Kingdom,240000,unknown parent results
United States,3900000,unknown parent results
