Country,Impressions,Status
Canada,210000000,Parent results
United Kingdom,340000000,Parent results
United States,3500000000,Parent results
Canada,520000000,Not Parent results
United Kingdom,760000000,Not Parent results
United States,4500000000,Not Parent results
Canada,1300000000,unknown parent results
United Kingdom,1200000000,unknown parent results
United States,17000000000,unknown parent results
