Country,Impressions,Gender
Canada,940000,male results
United Kingdom,1200000,male results
United States,8100000,male results
Canada,2000000,female results
United Kingdom,2000000,female results
United States,13000000,female results
Canada,3000000,female and male results
United Kingdom,3200000,female and male results
United States,21000000,female and male results
Canada,50000,unknown gender
United Kingdom,210000,unknown gender
United States,590000,unknown gender
