Country,Impressions,Status
Canada,90000,Parent results
United Kingdom,20000,Parent results
United States,1200000,Parent results
Canada,390000,Not Parent results
United Kingdom,90000,Not Parent results
United States,2300000,Not Parent results
Canada,300,unknown parent results
United Kingdom,400,unknown parent results
United States,370000,unknown parent results
