Country,Impressions,Gender
Canada,110000,male results
United Kingdom,30000,male results
United States,1200000,male results
Canada,370000,female results
United Kingdom,60000,female results
United States,2500000,female results
Canada,480000,female and male results
United Kingdom,90000,female and male results
United States,3700000,female and male results
Canada,200,unknown gender
United Kingdom,20000,unknown gender
United States,190000,unknown gender
