Country,Impressions,Status
Canada,510000000,Parent results
United Kingdom,800000000,Parent results
United States,7000000000,Parent results
Canada,1300000000,Not Parent results
United Kingdom,2400000000,Not Parent results
United States,12000000000,Not Parent results
Canada,1500000000,unknown parent results
United Kingdom,5000000000,unknown parent results
United States,14000000000,unknown parent results
