Country,Impressions,Gender
Canada,2400000,male results
United Kingdom,2300000,male results
United States,31000000,male results
Canada,3000000,female results
United Kingdom,5500000,female results
United States,51000000,female results
Canada,5400000,female and male results
United Kingdom,7900000,female and male results
United States,81000000,female and male results
Canada,160000,unknown gender
United Kingdom,240000,unknown gender
United States,2300000,unknown gender
