Country,Impressions,Gender
Canada,15000000,male results
United Kingdom,50000000,male results
United States,180000000,male results
Canada,24000000,female results
United Kingdom,81000000,female results
United States,270000000,female results
Canada,39000000,female and male results
United Kingdom,130000000,female and male results
United States,460000000,female and male results
Canada,1400000,unknown gender
United Kingdom,3800000,unknown gender
United States,15000000,unknown gender
