Country,Impressions,Status
Canada,600000000,Parent results
United Kingdom,570000000,Parent results
United States,5800000000,Parent results
Canada,1700000000,Not Parent results
United Kingdom,2000000000,Not Parent results
United States,11000000000,Not Parent results
Canada,2800000000,unknown parent results
United Kingdom,3600000000,unknown parent results
United States,22000000000,unknown parent results
