Country,Impressions,Gender
Canada,4700000,male results
United Kingdom,7600000,male results
United States,42000000,male results
Canada,2300000,female results
United Kingdom,5200000,female results
United States,27000000,female results
Canada,7000000,female and male results
United Kingdom,13000000,female and male results
United States,69000000,female and male results
Canada,290000,unknown gender
United Kingdom,640000,unknown gender
United States,2900000,unknown gender
