Country,Impressions,Status
Canada,67000000,Parent results
United Kingdom,100000000,Parent results
United States,1300000000,Parent results
Canada,210000000,Not Parent results
United Kingdom,300000000,Not Parent results
United States,2300000000,Not Parent results
Canada,290000000,unknown parent results
United Kingdom,530000000,unknown parent results
United States,4300000000,unknown parent results
