Country,Impressions,Gender
Canada,30000,male results
United Kingdom,8000,male results
United States,130000,male results
Canada,2000,female results
United Kingdom,5000,female results
United States,280000,female results
Canada,30000,female and male results
United Kingdom,10000,female and male results
United States,400000,female and male results
Canada,0,unknown gender
United Kingdom,0,unknown gender
United States,20000,unknown gender
