Country,Impressions,Status
Canada,0,Parent results
United Kingdom,6000,Parent results
United States,70000,Parent results
Canada,30000,Not Parent results
United Kingdom,6000,Not Parent results
United States,330000,Not Parent results
Canada,0,unknown parent results
United Kingdom,0,unknown parent results
United States,10000,unknown parent results
