Country,Impressions,Status
Canada,120000000,Parent results
United Kingdom,160000000,Parent results
United States,1300000000,Parent results
Canada,440000000,Not Parent results
United Kingdom,560000000,Not Parent results
United States,3300000000,Not Parent results
Canada,490000000,unknown parent results
United Kingdom,540000000,unknown parent results
United States,4500000000,unknown parent results
