Country,Impressions,Gender
Canada,3900000,male results
United Kingdom,6500000,male results
United States,40000000,male results
Canada,5900000,female results
United Kingdom,10000000,female results
United States,78000000,female results
Canada,9800000,female and male results
United Kingdom,17000000,female and male results
United States,120000000,female and male results
Canada,570000,unknown gender
United Kingdom,520000,unknown gender
United States,6700000,unknown gender
