Country,Impressions,Gender
Canada,5400000,male results
United Kingdom,2700000,male results
United States,90000000,male results
Canada,7000000,female results
United Kingdom,4800000,female results
United States,160000000,female results
Canada,12000000,female and male results
United Kingdom,7400000,female and male results
United States,250000000,female and male results
Canada,540000,unknown gender
United Kingdom,240000,unknown gender
United States,14000000,unknown gender
