Country,Impressions,Status
Canada,60000000,Parent results
United Kingdom,130000000,Parent results
United States,1600000000,Parent results
Canada,140000000,Not Parent results
United Kingdom,340000000,Not Parent results
United States,2100000000,Not Parent results
Canada,4700000,unknown parent results
United Kingdom,9400000,unknown parent results
United States,110000000,unknown parent results
