Country,Impressions,Status
Canada,570000000,Parent results
United Kingdom,590000000,Parent results
United States,10000000000,Parent results
Canada,1900000000,Not Parent results
United Kingdom,2000000000,Not Parent results
United States,17000000000,Not Parent results
Canada,3900000000,unknown parent results
United Kingdom,5100000000,unknown parent results
United States,43000000000,unknown parent results
