Country,Impressions,Status
Canada,310000000,Parent results
United Kingdom,320000000,Parent results
United States,3700000000,Parent results
Canada,770000000,Not Parent results
United Kingdom,910000000,Not Parent results
United States,6500000000,Not Parent results
Canada,1200000000,unknown parent results
United Kingdom,1300000000,unknown parent results
United States,13000000000,unknown parent results
