Country,Impressions,Gender
Canada,3800000,male results
United Kingdom,2300000,male results
United States,65000000,male results
Canada,6100000,female results
United Kingdom,6200000,female results
United States,130000000,female results
Canada,9900000,female and male results
United Kingdom,8500000,female and male results
United States,200000000,female and male results
Canada,240000,unknown gender
United Kingdom,270000,unknown gender
United States,15000000,unknown gender
