Country,Impressions,Status
Canada,1500000,Parent results
United Kingdom,100000,Parent results
United States,34000000,Parent results
Canada,1900000,Not Parent results
United Kingdom,210000,Not Parent results
United States,21000000,Not Parent results
Canada,90000,unknown parent results
United Kingdom,3000,unknown parent results
United States,3500000,unknown parent results
