Country,Impressions,Status
Canada,190000000,Parent results
United Kingdom,250000000,Parent results
United States,3100000000,Parent results
Canada,540000000,Not Parent results
United Kingdom,710000000,Not Parent results
United States,5400000000,Not Parent results
Canada,620000000,unknown parent results
United Kingdom,750000000,unknown parent results
United States,9600000000,unknown parent results
