Country,Impressions,Gender
Canada,270000,male results
United Kingdom,200000,male results
United States,1100000,male results
Canada,330000,female results
United Kingdom,190000,female results
United States,1700000,female results
Canada,600000,female and male results
United Kingdom,390000,female and male results
United States,2800000,female and male results
Canada,40000,unknown gender
United Kingdom,20000,unknown gender
United States,110000,unknown gender
