Country,Impressions,Status
Canada,1900000,Parent results
United Kingdom,3300000,Parent results
United States,23000000,Parent results
Canada,4100000,Not Parent results
United Kingdom,8200000,Not Parent results
United States,35000000,Not Parent results
Canada,430000,unknown parent results
United Kingdom,460000,unknown parent results
United States,3300000,unknown parent results
