Country,Impressions,Gender
Canada,4100000,male results
United Kingdom,7000000,male results
United States,37000000,male results
Canada,2000000,female results
United Kingdom,4500000,female results
United States,21000000,female results
Canada,6100000,female and male results
United Kingdom,11000000,female and male results
United States,58000000,female and male results
Canada,320000,unknown gender
United Kingdom,590000,unknown gender
United States,2500000,unknown gender
