Country,Impressions,Status
Canada,260000000,Parent results
United Kingdom,420000000,Parent results
United States,2800000000,Parent results
Canada,680000000,Not Parent results
United Kingdom,1100000000,Not Parent results
United States,5100000000,Not Parent results
Canada,990000000,unknown parent results
United Kingdom,1800000000,unknown parent results
United States,8200000000,unknown parent results
