Country,Impressions,Status
Canada,760000000,Parent results
United Kingdom,1400000000,Parent results
United States,9800000000,Parent results
Canada,1700000000,Not Parent results
United Kingdom,3000000000,Not Parent results
United States,13000000000,Not Parent results
Canada,2300000000,unknown parent results
United Kingdom,5100000000,unknown parent results
United States,24000000000,unknown parent results
