Country,Impressions,Status
Canada,450000000,Parent results
United Kingdom,360000000,Parent results
United States,5200000000,Parent results
Canada,1500000000,Not Parent results
United Kingdom,1100000000,Not Parent results
United States,9400000000,Not Parent results
Canada,2400000000,unknown parent results
United Kingdom,2200000000,unknown parent results
United States,25000000000,unknown parent results
