Country,Impressions,Gender
Canada,20000,male results
United Kingdom,290000,male results
United States,2000000,male results
Canada,180000,female results
United Kingdom,320000,female results
United States,2800000,female results
Canada,200000,female and male results
United Kingdom,610000,female and male results
United States,4800000,female and male results
Canada,10000,unknown gender
United Kingdom,10000,unknown gender
United States,100000,unknown gender
