Country,Impressions,Status
Canada,490000000,Parent results
United Kingdom,1100000000,Parent results
United States,3300000000,Parent results
Canada,1400000000,Not Parent results
United Kingdom,3500000000,Not Parent results
United States,8600000000,Not Parent results
Canada,2000000000,unknown parent results
United Kingdom,5900000000,unknown parent results
United States,13000000000,unknown parent results
