Country,Impressions,Gender
Canada,1600000,male results
United Kingdom,1800000,male results
United States,9100000,male results
Canada,2700000,female results
United Kingdom,3500000,female results
United States,19000000,female results
Canada,4300000,female and male results
United Kingdom,5300000,female and male results
United States,28000000,female and male results
Canada,210000,unknown gender
United Kingdom,100000,unknown gender
United States,910000,unknown gender
