Country,Impressions,Status
Canada,360000000,Parent results
United Kingdom,1000000000,Parent results
United States,3700000000,Parent results
Canada,930000000,Not Parent results
United Kingdom,2900000000,Not Parent results
United States,6300000000,Not Parent results
Canada,2300000000,unknown parent results
United Kingdom,4700000000,unknown parent results
United States,21000000000,unknown parent results
