Country,Impressions,Status
Canada,210000,Parent results
United Kingdom,1600000,Parent results
United States,5100000,Parent results
Canada,1200000,Not Parent results
United Kingdom,2600000,Not Parent results
United States,6700000,Not Parent results
Canada,20000,unknown parent results
United Kingdom,20000,unknown parent results
United States,540000,unknown parent results
