Country,Impressions,Gender
Canada,830000,male results
United Kingdom,1400000,male results
United States,6700000,male results
Canada,530000,female results
United Kingdom,2600000,female results
United States,5200000,female results
Canada,1400000,female and male results
United Kingdom,4000000,female and male results
United States,12000000,female and male results
Canada,40000,unknown gender
United Kingdom,160000,unknown gender
United States,560000,unknown gender
