Country,Impressions,Gender
Canada,4000000,male results
United Kingdom,3800000,male results
United States,80000000,male results
Canada,5700000,female results
United Kingdom,9200000,female results
United States,180000000,female results
Canada,9700000,female and male results
United Kingdom,13000000,female and male results
United States,260000000,female and male results
Canada,860000,unknown gender
United Kingdom,930000,unknown gender
United States,21000000,unknown gender
