Country,Impressions,Gender
Canada,19000000,male results
United Kingdom,41000000,male results
United States,240000000,male results
Canada,30000000,female results
United Kingdom,64000000,female results
United States,320000000,female results
Canada,49000000,female and male results
United Kingdom,100000000,female and male results
United States,560000000,female and male results
Canada,1700000,unknown gender
United Kingdom,3200000,unknown gender
United States,37000000,unknown gender
