Country,Impressions,Status
Canada,100000000,Parent results
United Kingdom,270000000,Parent results
United States,1800000000,Parent results
Canada,240000000,Not Parent results
United Kingdom,650000000,Not Parent results
United States,3100000000,Not Parent results
Canada,440000000,unknown parent results
United Kingdom,1700000000,unknown parent results
United States,5500000000,unknown parent results
