Country,Impressions,Gender
Canada,580000,male results
United Kingdom,50000,male results
United States,1600000,male results
Canada,170000,female results
United Kingdom,70000,female results
United States,1900000,female results
Canada,750000,female and male results
United Kingdom,110000,female and male results
United States,3500000,female and male results
Canada,60000,unknown gender
United Kingdom,5000,unknown gender
United States,70000,unknown gender
