Country,Impressions,Status
Canada,430000000,Parent results
United Kingdom,1100000000,Parent results
United States,5500000000,Parent results
Canada,560000000,Not Parent results
United Kingdom,1600000000,Not Parent results
United States,5800000000,Not Parent results
Canada,810000000,unknown parent results
United Kingdom,2900000000,unknown parent results
United States,9100000000,unknown parent results
