Country,Impressions,Gender
Canada,850000,male results
United Kingdom,3400000,male results
United States,14000000,male results
Canada,1600000,female results
United Kingdom,4600000,female results
United States,20000000,female results
Canada,2500000,female and male results
United Kingdom,8000000,female and male results
United States,34000000,female and male results
Canada,100000,unknown gender
United Kingdom,170000,unknown gender
United States,1300000,unknown gender
