Country,Impressions,Status
Canada,690000,Parent results
United Kingdom,2500000,Parent results
United States,13000000,Parent results
Canada,1800000,Not Parent results
United Kingdom,5700000,Not Parent results
United States,21000000,Not Parent results
Canada,130000,unknown parent results
United Kingdom,60000,unknown parent results
United States,1500000,unknown parent results
