Country,Impressions,Status
Canada,620000,Parent results
United Kingdom,770000,Parent results
United States,10000000,Parent results
Canada,2100000,Not Parent results
United Kingdom,2100000,Not Parent results
United States,21000000,Not Parent results
Canada,40000,unknown parent results
United Kingdom,20000,unknown parent results
United States,1900000,unknown parent results
