Country,Impressions,Gender
Canada,0,male results
United Kingdom,0,male results
United States,120000,male results
Canada,4000,female results
United Kingdom,4000,female results
United States,10000,female results
Canada,4000,female and male results
United Kingdom,4000,female and male results
United States,140000,female and male results
Canada,0,unknown gender
United Kingdom,0,unknown gender
United States,4000,unknown gender
