Country,Impressions,Gender
Canada,8300000,male results
United Kingdom,26000000,male results
United States,140000000,male results
Canada,15000000,female results
United Kingdom,55000000,female results
United States,300000000,female results
Canada,24000000,female and male results
United Kingdom,80000000,female and male results
United States,440000000,female and male results
Canada,1300000,unknown gender
United Kingdom,3200000,unknown gender
United States,29000000,unknown gender
