Country,Impressions,Gender
Canada,6400000,male results
United Kingdom,34000000,male results
United States,93000000,male results
Canada,17000000,female results
United Kingdom,89000000,female results
United States,220000000,female results
Canada,23000000,female and male results
United Kingdom,130000000,female and male results
United States,310000000,female and male results
Canada,1100000,unknown gender
United Kingdom,4800000,unknown gender
United States,15000000,unknown gender
